UnitID,TimeStamp,EquipmentBarcoding,ItemNumber,ItemName,ItemCategory,ItemCount,AssetTag,SerialNumber,AssetType,Manufacture,Model,EquipCondition,Cost,DatePurchased,OwnOrLeased
0,11/19/12 10:44,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000591,,Serialized,NA,,OK,,,Own
0,11/15/12 10:58,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000619,,Serialized,NA,,OK,,,Own
0,11/19/12 10:30,,12447,SHEETROCK CART,MATERIAL HANDLING,EACH,M0000556,,Serialized,NA,,OK,,,Own
0,11/14/12 12:26,,12447,SHEETROCK CART,MATERIAL HANDLING,EACH,M0000627,,Serialized,NA,,OK,,,Own
0,11/14/12 12:32,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000606,,Serialized,NA,,OK,,,Own
0,11/14/12 12:33,,12447,SHEETROCK CART,MATERIAL HANDLING,EACH,M0000674,,Serialized,NA,,OK,,,Own
0,11/14/12 12:43,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000527,,Serialized,NA,,OK,,,Own
0,11/14/12 8:34,,12440,2 SHELF CART,MATERIAL HANDLING,EACH,M0000672,,Serialized,NA,,OK,,,Own
0,11/14/12 8:34,,12440,2 SHELF CART,MATERIAL HANDLING,EACH,M0000673,,Serialized,NA,,OK,,,Own
0,11/14/12 8:40,,12440,2 SHELF CART,MATERIAL HANDLING,EACH,M0000612,,Serialized,NA,,OK,,,Own
0,11/14/12 8:45,,12446,DUMP CART 1 YD,MATERIAL HANDLING,EACH,M0000744,,Serialized,NA,,OK,,,Own
0,11/14/12 8:46,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000224,000371,Serialized,Aerospace,ACM,OK,,,Own
0,11/14/12 8:51,,12446,DUMP CART 1 YD,MATERIAL HANDLING,EACH,M0000626,,Serialized,NA,,OK,,,Own
0,11/13/12 8:41,,12264,GRINDER,POWER TOOLS,EACH,000181,742090,Serialized,NA,Dewalt Cut Off,OK,,,Own
0,11/15/12 10:02,,12140,AIRLESS,AIRLESS EQUIPMENT,EACH,M0000620,0521900422,Serialized,SprayTech,EPX2555,OK,,,Own
0,11/26/12 15:14,,12444,WHEEL BARREL,MATERIAL HANDLING,EACH,M0000398,,Serialized,NA,,OK,,,Own
0,11/27/12 9:21,,12445,DUMP CART .05 YD,MATERIAL HANDLING,EACH,M0000588,,Serialized,NA,,OK,,,Own
0,11/27/12 9:21,,12113,SMALL VACUUM-AROM,HEPA'S / VACUUMS,EACH,M0000393,M07D13372,Serialized,Mastercraft,ACM,OK,,,Own
0,11/27/12 10:01,,12447,SHEETROCK CART,MATERIAL HANDLING,EACH,M0000402,,Serialized,NA,,OK,,,Own
0,11/27/12 10:01,,12447,SHEETROCK CART,MATERIAL HANDLING,EACH,M0000394,,Serialized,NA,,OK,,,Own
0,11/27/12 10:02,,12447,SHEETROCK CART,MATERIAL HANDLING,EACH,M0000400,,Serialized,NA,,OK,,,Own
0,11/20/12 9:20,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000557,,Serialized,NA,,OK,,,Own
0,10/23/12 10:47,,12445,DUMP CART .05 YD,MATERIAL HANDLING,EACH,M0000990,,Serialized,NA,,OK,,,Own
0,11/26/12 10:27,,12140,AIRLESS,AIRLESS EQUIPMENT,EACH,M0000585,1229200242,Serialized,Titan,,OK,,,Own
0,11/26/12 10:28,,12140,AIRLESS,AIRLESS EQUIPMENT,EACH,M0000550,1129000569,Serialized,Titan,,OK,,,Own
0,11/26/12 10:32,,12140,AIRLESS,AIRLESS EQUIPMENT,EACH,M0000406,1029000529,Serialized,Titan,,OK,,,Own
0,11/19/12 10:45,,12140,AIRLESS,AIRLESS EQUIPMENT,EACH,M0000592,000104,Serialized,SprayTech,Epx2555,OK,,,Own
0,11/26/12 15:14,,12444,WHEEL BARREL,MATERIAL HANDLING,EACH,M0000397,,Serialized,NA,,OK,,,Own
0,11/13/12 15:04,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000176,P95G32453,Serialized,Mastercraft,ACM,OK,,,Own
0,11/26/12 15:14,,12444,WHEEL BARREL,MATERIAL HANDLING,EACH,M0000396,,Serialized,NA,,OK,,,Own
0,11/26/12 15:21,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000418,North Dakota,Serialized,NA,,OK,,,Own
0,11/26/12 15:22,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000404,North Dakota,Serialized,NA,,OK,,,Own
0,11/19/12 14:51,,12140,AIRLESS,AIRLESS EQUIPMENT,EACH,,,Serialized,Hotsy,Epx2555,OK,,,Own
0,11/19/12 14:51,,12140,AIRLESS,AIRLESS EQUIPMENT,EACH,,,Serialized,Hotsy,Epx2555,OK,,,Own
0,11/19/12 14:51,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000559,000107,Serialized,Aerospace,ACM,OK,,,Own
0,10/23/12 9:33,,12389,FOREMAN'S GANG BOX,EQUIPMENT/MATERIALS,EACH,M0000740,,Serialized,NA,John Black,OK,,,Own
0,10/23/12 9:32,,12389,FOREMAN'S GANG BOX,EQUIPMENT/MATERIALS,EACH,M000075,,Serialized,NA,Rick Maki,OK,,,Own
0,11/16/12 13:31,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000587,,Serialized,NA,,OK,,,Own
0,11/16/12 13:31,,12445,DUMP CART .05 YD,MATERIAL HANDLING,EACH,M0000586,,Serialized,NA,,OK,,,Own
0,11/19/12 10:30,,12447,SHEETROCK CART,MATERIAL HANDLING,EACH,M0000555,,Serialized,NA,,OK,,,Own
0,11/26/12 10:36,,12140,AIRLESS,AIRLESS EQUIPMENT,EACH,M0000417,1229200266,Serialized,Titan,,OK,,,Own
0,10/22/12 13:55,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000693,,Serialized,NA,,OK,,,Own
0,10/23/12 12:50,,12116,ULTI VACS,HEPA'S / VACUUMS,EACH,000514,,Serialized,NA,ACM,OK,,,Own
0,10/22/12 13:50,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000308,000388,Serialized,NA,HVAC,OK,,,Own
0,10/22/12 13:50,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000304,0385,Serialized,Aerospace,HVAC,OK,,,Own
0,10/22/12 13:51,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000204,,Serialized,NA,HVAC,OK,,,Own
0,10/22/12 13:51,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000301,380204,Serialized,NA,HVAC,OK,,,Own
0,10/22/12 13:51,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000344,0116,Serialized,NA,HVAC,OK,,,Own
0,10/22/12 13:51,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000318,,Serialized,NA,HVAC,OK,,,Own
0,10/22/12 13:51,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000303,,Serialized,NA,HVAC,OK,,,Own
0,10/22/12 13:52,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000227,0205,Serialized,NA,HVAC,OK,,,Own
0,10/22/12 13:54,,12328,110 AIR COMPRESSOR,DUCT MATERIALS/EQUIPMENT,EACH,M0000237,BZ0908,Serialized,NA,,OK,,,Own
0,10/22/12 13:50,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000325,,Serialized,NA,HVAC,OK,,,Own
0,10/22/12 13:55,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000316,,Serialized,NA,,OK,,,Own
0,10/22/12 13:50,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000338,,Serialized,NA,HVAC,OK,,,Own
0,10/22/12 13:57,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000167,,Serialized,NA,,OK,,,Own
0,10/22/12 13:58,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000100,000306,Serialized,Aerospace,ACM,OK,,,Own
0,10/22/12 13:58,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000219,000362,Serialized,Aerospace,ACM,OK,,,Own
0,10/22/12 13:58,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000112,000334,Serialized,Aerospace,ACM,OK,,,Own
0,10/22/12 13:59,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000159,,Serialized,NA,,OK,,,Own
0,10/23/12 9:28,,12447,SHEETROCK CART,MATERIAL HANDLING,EACH,M0000745,,Serialized,NA,,OK,,,Own
0,10/23/12 9:28,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000779,,Serialized,NA,,OK,,,Own
0,10/22/12 14:00,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000148,,Serialized,NA,HVAC,OK,,,Own
0,10/23/12 13:53,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000727,,Serialized,NA,,OK,,,Own
0,10/23/12 13:54,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000725,,Serialized,NA,,OK,,,Own
0,10/22/12 11:12,,12231,CORDLESS DRILL,DRILLS & DRILL BITS,EACH,000460,,Serialized,NA,DEWALT,OK,,,Own
0,10/22/12 13:55,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000287,,Serialized,NA,,OK,,,Own
0,10/22/12 13:47,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000307,000417,Serialized,Aerospace,ACM,OK,,,Own
0,11/13/12 8:36,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000616,,Serialized,NA,,OK,,,Own
0,10/24/12 11:32,,12172,PERSONAL/ROTOMETER,MONITORING EQUIPMENT,EACH,000523,,Serialized,NA,BDX,OK,,,Own
0,10/24/12 11:32,,12231,CORDLESS DRILL,DRILLS & DRILL BITS,EACH,000524,,Serialized,NA,Bosch,OK,,,Own
0,10/24/12 11:33,,12084,METAL SHOWER,DECON EQUIPMENT,EACH,M0000133,,Serialized,NA,,OK,,,Own
0,10/24/12 11:34,,12084,METAL SHOWER,DECON EQUIPMENT,EACH,M0000937,,Serialized,NA,,OK,,,Own
0,10/24/12 11:34,,12084,METAL SHOWER,DECON EQUIPMENT,EACH,M0000936,,Serialized,NA,,OK,,,Own
0,10/22/12 11:12,,12231,CORDLESS DRILL,DRILLS & DRILL BITS,EACH,000463,,Serialized,NA,DEWALT,OK,,,Own
0,10/22/12 11:12,,12231,CORDLESS DRILL,DRILLS & DRILL BITS,EACH,000462,,Serialized,NA,DEWALT,OK,,,Own
0,10/22/12 11:13,,12263,PARTNER SAW,POWER TOOLS,EACH,000503,105000424,Serialized,NA,Bosch electric,OK,,,Own
0,10/22/12 11:15,,12270,AIR HAMMER,POWER TOOLS,EACH,000501,,Serialized,NA,,OK,,,Own
0,10/22/12 13:50,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000334,000383,Serialized,NA,HVAC,OK,,,Own
0,10/22/12 11:15,,12270,AIR HAMMER,POWER TOOLS,EACH,000500,,Serialized,NA,,OK,,,Own
0,10/23/12 12:50,,12116,ULTI VACS,HEPA'S / VACUUMS,EACH,000513,,Serialized,NA,ACM,OK,,,Own
0,10/22/12 13:47,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000326,,Serialized,NA,HVAC,OK,,,Own
0,10/22/12 13:47,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000339,,Serialized,NA,HVAC,OK,,,Own
0,10/22/12 13:47,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000321,000393,Serialized,NA,HVAC,OK,,,Own
0,10/22/12 13:48,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000086,000392,Serialized,Aerospace,HVAC,OK,,,Own
0,10/22/12 13:49,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000770,000395,Serialized,Aerospace,HVAC,OK,,,Own
0,10/22/12 13:49,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000085,000397,Serialized,Aerospace,HVAC,OK,,,Own
0,10/22/12 13:50,,12111,SMALL HEPA JR,HEPA'S / VACUUMS,EACH,M0000302,93610,Serialized,NA,HVAC,OK,,,Own
0,10/24/12 11:34,,12084,METAL SHOWER,DECON EQUIPMENT,EACH,M0000137,,Serialized,NA,,OK,,,Own
0,10/24/12 11:34,,12084,METAL SHOWER,DECON EQUIPMENT,EACH,M0000933,,Serialized,NA,,OK,,,Own
0,10/24/12 11:34,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000932,P00G29225,Serialized,Mastercraft,,OK,,,Own
0,10/24/12 11:35,,12440,2 SHELF CART,MATERIAL HANDLING,EACH,M0000934,,Serialized,NA,,OK,,,Own
0,10/22/12 11:15,,12270,AIR HAMMER,POWER TOOLS,EACH,000502,,Serialized,NA,,OK,,,Own
0,10/23/12 12:49,,12113,SMALL VACUUM-AROM,HEPA'S / VACUUMS,EACH,M0000979,M07D13378,Serialized,NA,ACM,OK,,,Own
0,10/23/12 14:15,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000724,,Serialized,NA,,OK,,,Own
0,10/23/12 12:50,,12116,ULTI VACS,HEPA'S / VACUUMS,EACH,000512,,Serialized,NA,ACM,OK,,,Own
0,10/23/12 12:50,,12116,ULTI VACS,HEPA'S / VACUUMS,EACH,000511,0265,Serialized,NA,ACM,OK,,,Own
0,10/23/12 8:40,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000346,,Serialized,NA,,OK,,,Own
0,10/23/12 14:16,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000717,,Serialized,NA,,OK,,,Own
0,10/23/12 14:16,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000715,,Serialized,NA,,OK,,,Own
0,10/23/12 12:47,,12440,2 SHELF CART,MATERIAL HANDLING,EACH,M0000733,,Serialized,NA,,OK,,,Own
0,10/23/12 12:48,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000978,,Serialized,NA,,OK,,,Own
0,10/23/12 12:48,,12113,SMALL VACUUM-AROM,HEPA'S / VACUUMS,EACH,M0000983,P07M1952,Serialized,NA,ACM,OK,,,Own
0,10/23/12 12:49,,12113,SMALL VACUUM-AROM,HEPA'S / VACUUMS,EACH,M0000982,,Serialized,NA,ACM,OK,,,Own
0,10/23/12 8:34,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000053,,Serialized,NA,,OK,,,Own
0,10/23/12 12:49,,12113,SMALL VACUUM-AROM,HEPA'S / VACUUMS,EACH,M0000980,0001,Serialized,NA,ACM,OK,,,Own
0,10/23/12 8:26,,12390,GANG BOX SMALL,EQUIPMENT/MATERIALS,EACH,M0000751,,Serialized,NA,Hilti,OK,,,Own
0,10/23/12 8:40,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000697,,Serialized,NA,,OK,,,Own
0,10/23/12 8:41,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000091,000101,Serialized,Aerospace,ACM,OK,,,Own
0,10/23/12 8:42,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000149,,Serialized,NA,HVAC,OK,,,Own
0,10/23/12 8:43,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000175,000254,Serialized,NA,ACM,OK,,,Own
0,10/23/12 8:45,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000003,,Serialized,NA,,OK,,,Own
0,10/23/12 8:47,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000064,,Serialized,NA,HVAC,OK,,,Own
0,10/23/12 8:47,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000274,0437,Serialized,Aerospace,HVAC,OK,,,Own
0,10/23/12 9:28,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000759,,Serialized,NA,,OK,,,Own
0,10/23/12 12:49,,12130,EURO CLEAN VAC,HEPA'S / VACUUMS,EACH,000519,041800205,Serialized,Euroclean,ACM,OK,,,Own
0,10/23/12 12:49,,12130,EURO CLEAN VAC,HEPA'S / VACUUMS,EACH,000518,,Serialized,NA,ACM,OK,,,Own
0,10/23/12 12:49,,12130,EURO CLEAN VAC,HEPA'S / VACUUMS,EACH,000517,00497,Serialized,Euroclean,,OK,,,Own
0,10/23/12 12:49,,12113,SMALL VACUUM-AROM,HEPA'S / VACUUMS,EACH,M0000981,202,Serialized,NA,ACM,OK,,,Own
0,10/23/12 8:24,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000743,,Serialized,NA,,OK,,,Own
0,10/22/12 14:41,,12445,DUMP CART .05 YD,MATERIAL HANDLING,EACH,M0000767,,Serialized,NA,,OK,,,Own
0,10/22/12 14:41,,12445,DUMP CART .05 YD,MATERIAL HANDLING,EACH,M0000765,,Serialized,NA,,OK,,,Own
0,10/22/12 14:41,,12445,DUMP CART .05 YD,MATERIAL HANDLING,EACH,M0000762,,Serialized,NA,,OK,,,Own
0,10/22/12 14:41,,12445,DUMP CART .05 YD,MATERIAL HANDLING,EACH,M0000768,,Serialized,NA,,OK,,,Own
0,10/22/12 14:41,,12445,DUMP CART .05 YD,MATERIAL HANDLING,EACH,M0000760,,Serialized,NA,,OK,,,Own
0,10/22/12 14:41,,12445,DUMP CART .05 YD,MATERIAL HANDLING,EACH,M0000766,,Serialized,NA,,OK,,,Own
0,10/22/12 14:41,,12445,DUMP CART .05 YD,MATERIAL HANDLING,EACH,M0000324,,Serialized,NA,,OK,,,Own
0,10/22/12 14:41,,12446,DUMP CART 1 YD,MATERIAL HANDLING,EACH,M0000761,,Serialized,NA,,OK,,,Own
0,10/22/12 14:41,,12446,DUMP CART 1 YD,MATERIAL HANDLING,EACH,M0000769,,Serialized,NA,,OK,,,Own
0,10/23/12 8:24,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000746,,Serialized,NA,,OK,,,Own
0,10/23/12 8:35,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000272,,Serialized,NA,,OK,,,Own
0,10/23/12 8:24,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000747,,Serialized,NA,,OK,,,Own
0,10/22/12 11:10,,12272,90 LB JACK HAMMER,POWER TOOLS,EACH,000457,,Serialized,NA,BOSCH,OK,,,Own
0,10/23/12 14:15,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000723,,Serialized,NA,,OK,,,Own
0,10/23/12 14:15,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000722,,Serialized,NA,,OK,,,Own
0,10/23/12 14:15,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000721,,Serialized,NA,,OK,,,Own
0,10/23/12 14:15,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000720,,Serialized,NA,,OK,,,Own
0,10/23/12 14:16,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000719,,Serialized,NA,,OK,,,Own
0,10/23/12 14:16,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000718,,Serialized,NA,,OK,,,Own
0,10/23/12 8:25,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000741,,Serialized,NA,,OK,,,Own
0,10/23/12 8:25,,12390,GANG BOX SMALL,EQUIPMENT/MATERIALS,EACH,M0000748,,Serialized,NA,Hilti,OK,,,Own
0,10/23/12 8:26,,12390,GANG BOX SMALL,EQUIPMENT/MATERIALS,EACH,M0000757,,Serialized,NA,Hilti,OK,,,Own
0,10/23/12 8:26,,12390,GANG BOX SMALL,EQUIPMENT/MATERIALS,EACH,M0000753,,Serialized,NA,Hilti,OK,,,Own
0,10/23/12 8:26,,12390,GANG BOX SMALL,EQUIPMENT/MATERIALS,EACH,M0000752,,Serialized,NA,Hilti,OK,,,Own
0,10/23/12 8:24,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000750,,Serialized,NA,,OK,,,Own
0,11/6/12 14:10,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000283,,Serialized,Aerospace,ACM,OK,,,Own
0,11/2/12 9:37,,12140,AIRLESS,AIRLESS EQUIPMENT,EACH,M0000841,BA20210,Serialized,NA,Graco 190,OK,,,Own
0,11/8/12 13:48,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000070,000370,Serialized,Aerospace,HVAC,OK,,,Own
0,11/7/12 9:47,,12269,SAWZALL,POWER TOOLS,EACH,000560,A660610170918,Serialized,NA,Milwaukee,OK,,,Own
0,11/7/12 9:50,,12269,SAWZALL,POWER TOOLS,EACH,000561,A66E611410223,Serialized,NA,Milwaukee,OK,,,Own
0,11/7/12 10:25,,12271,DEMO HAMMER,POWER TOOLS,EACH,000567,00345,Serialized,NA,Bosch,OK,,,Own
0,11/7/12 8:32,,12231,CORDLESS DRILL,DRILLS & DRILL BITS,EACH,000559,918214,Serialized,NA,Dewalt,OK,,,Own
0,11/6/12 13:59,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000275,000368,Serialized,Aerospace,ACM,OK,,,Own
0,11/6/12 14:02,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000116,000044,Serialized,Aerospace,ACM,OK,,,Own
0,11/6/12 14:03,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000214,000339,Serialized,Aerospace,ACM,OK,,,Own
0,11/6/12 14:06,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000225,000381,Serialized,Aerospace,ACM,OK,,,Own
0,11/8/12 13:24,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000104,000202,Serialized,Aerospace,ACM,OK,,,Own
0,11/6/12 14:09,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000218,000102,Serialized,Aerospace,ACM,OK,,,Own
0,11/8/12 13:08,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000622,P04B75788,Serialized,Mastercraft,ACM,OK,,,Own
0,11/5/12 10:57,,12444,WHEEL BARREL,MATERIAL HANDLING,EACH,M0000653,,Serialized,NA,,OK,,,Own
0,11/5/12 10:57,,12444,WHEEL BARREL,MATERIAL HANDLING,EACH,M0000651,,Serialized,NA,,OK,,,Own
0,11/6/12 8:43,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000140,P00G29222,Serialized,Mastercraft,ACM,OK,,,Own
0,11/6/12 8:48,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000138,P04B75790,Serialized,Mastercraft,,OK,,,Own
0,11/6/12 8:55,,12130,EURO CLEAN VAC,HEPA'S / VACUUMS,EACH,000539,041800203,Serialized,Euroclean,ACM,OK,,,Own
0,11/6/12 9:04,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000813,,Serialized,NA,,OK,,,Own
0,11/6/12 9:14,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000623,,Serialized,NA,,OK,,,Own
0,11/6/12 9:47,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000123,0241,Serialized,Mastercraft,,OK,,,Own
0,11/6/12 9:53,,12440,2 SHELF CART,MATERIAL HANDLING,EACH,M0000885,,Serialized,NA,,OK,,,Own
0,11/6/12 9:59,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000056,0398,Serialized,Aerospace,HVAC,OK,,,Own
0,10/22/12 11:12,,12231,CORDLESS DRILL,DRILLS & DRILL BITS,EACH,000461,,Serialized,NA,DEWALT,OK,,,Own
0,11/6/12 14:08,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000199,0033,Serialized,Aerospace,ACM,OK,,,Own
0,10/18/12 15:49,,12198,LITTLE GIANT,LADDERS/SCAFFOLDING,EACH,M0000675,,Serialized,NA,NA,OK,,,Own
0,10/23/12 12:50,,12116,ULTI VACS,HEPA'S / VACUUMS,EACH,000510,3M 1,Serialized,NA,ACM,OK,,,Own
0,11/13/12 8:56,,12443,FOUR WHEEL FLAT CART,MATERIAL HANDLING,EACH,M0000613,,Serialized,NA,,OK,,,Own
0,11/13/12 8:57,,12140,AIRLESS,AIRLESS EQUIPMENT,EACH,M0000614,000225,Serialized,NA,440I,OK,,,Own
0,11/12/12 13:35,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000233,000998,Serialized,Mastercraft,ACM,OK,,,Own
0,11/12/12 13:40,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000618,P94E16160,Serialized,Mastercraft,ACM,OK,,,Own
0,11/12/12 13:43,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000153,000006,Serialized,Mastercraft,HVAC,OK,,,Own
0,11/12/12 14:01,,12162,PRESSURE WASHER GAS,PRESSURE WASHERS,EACH,M0000625,10598154,Serialized,Watertek,5000 psi,OK,,,Own
0,10/18/12 15:48,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000682,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:48,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000684,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:48,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000677,,Serialized,NA,NA,OK,,,Own
0,11/8/12 13:25,,12114,LARGE VACUUM,HEPA'S / VACUUMS,EACH,M0000255,P01F40696,Serialized,Aerospace,ACM,OK,,,Own
0,10/18/12 15:48,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000340,,Serialized,NA,NA,OK,,,Own
0,11/1/12 11:22,,12465,PROTEAM BACK PACK VAC,SPEC CLEANING EQUIPMENT,EACH,M0000178,62116441,Serialized,Pro Team,NA,OK,,,Own
0,10/18/12 15:49,,12198,LITTLE GIANT,LADDERS/SCAFFOLDING,EACH,M0000666,,Serialized,NA,NA,OK,,,Own
0,10/29/12 14:51,,12174,ALNOR MANOMETER,MONITORING EQUIPMENT,EACH,000547,000230,Serialized,NA,,OK,,,Own
0,10/23/12 14:16,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000714,,Serialized,NA,,OK,,,Own
0,11/29/12 12:17,,12110,LARGE HEPA 2000,HEPA'S / VACUUMS,EACH,M0000202,000375,Serialized,Abatement Tech,ACM,OK,,,Own
0,10/23/12 14:16,,12441,TWO WHEEL DOLLY,MATERIAL HANDLING,EACH,M0000716,,Serialized,NA,,OK,,,Own
0,10/23/12 9:31,,12389,FOREMAN'S GANG BOX,EQUIPMENT/MATERIALS,EACH,M0000776,,Serialized,NA,Corey Sawery,OK,,,Own
0,10/23/12 9:30,,12389,FOREMAN'S GANG BOX,EQUIPMENT/MATERIALS,EACH,M0000775,,Serialized,NA,Delray Kezar,OK,,,Own
0,10/18/12 15:53,,12193,4' LADDER,LADDERS/SCAFFOLDING,EACH,M0000328,,Serialized,NA,NA,OK,,,Own
0,10/18/12 15:21,,12194,6' LADDER,LADDERS/SCAFFOLDING,EACH,M0000013,,Serialized,NA,NA,OK,,,Own
0,11/12/12 14:13,,12195,8' LADDER,LADDERS/SCAFFOLDING,EACH,M0000264,,Serialized,NA,,OK,,,Own
